step,cafe_frobenius_norm,cafe_normalized_energy,passive_frobenius_norm,passive_normalized_energy,persistent_norm,working_norm,scratchpad_norm,unbounded_energy
62600,0.03006,0.00017,0.03283,0.00018,0.02278,0.01665,0.01036,999999.0
62800,0.02136,0.00012,0.03237,0.00018,0.01709,0.0112,0.00622,999999.0
63000,0.02573,0.00014,0.03273,0.00018,0.02026,0.01392,0.00759,999999.0
63200,0.03611,0.0002,0.03305,0.00018,0.02809,0.01951,0.0116,999999.0
63400,0.0227,0.00013,0.03205,0.00018,0.01774,0.01246,0.00673,999999.0
63600,0.0187,0.0001,0.03321,0.00018,0.01504,0.00988,0.00509,999999.0
63800,0.0343,0.00019,0.03237,0.00018,0.02697,0.01859,0.01016,999999.0
64000,0.02418,0.00013,0.03438,0.00019,0.01852,0.01356,0.0076,999999.0
64200,0.02415,0.00013,0.03217,0.00018,0.01897,0.01313,0.00715,999999.0
64400,0.01861,0.0001,0.0323,0.00018,0.01473,0.0098,0.00575,999999.0
64600,0.02727,0.00015,0.03257,0.00018,0.0212,0.01458,0.00902,999999.0
64800,0.02362,0.00013,0.03325,0.00018,0.01828,0.013,0.00739,999999.0
65000,0.01947,0.00011,0.03242,0.00018,0.01534,0.01053,0.00575,999999.0
65200,0.02459,0.00014,0.03238,0.00018,0.01927,0.0134,0.00735,999999.0
65400,0.02271,0.00013,0.03261,0.00018,0.01787,0.01213,0.00703,999999.0
65600,0.02806,0.00015,0.03316,0.00018,0.02204,0.01509,0.00857,999999.0
65800,0.01939,0.00011,0.03363,0.00019,0.01552,0.01029,0.00541,999999.0
66000,0.03124,0.00017,0.03281,0.00018,0.02381,0.01847,0.00824,999999.0
66200,0.01505,8e-05,0.03353,0.00019,0.01188,0.00782,0.00492,999999.0
66400,0.02001,0.00011,0.03316,0.00018,0.01576,0.01063,0.00626,999999.0
66600,0.02183,0.00012,0.0324,0.00018,0.01703,0.0117,0.00703,999999.0
66800,0.02294,0.00013,0.03306,0.00018,0.01778,0.01262,0.00714,999999.0
67000,0.02427,0.00013,0.03323,0.00018,0.01867,0.01298,0.00847,999999.0
67200,0.03026,0.00017,0.03365,0.00019,0.02306,0.01669,0.01026,999999.0
67400,0.02431,0.00013,0.03297,0.00018,0.01888,0.01332,0.00756,999999.0
67600,0.0329,0.00018,0.03213,0.00018,0.02634,0.01696,0.01006,999999.0
67800,0.02778,0.00015,0.03142,0.00017,0.02287,0.01318,0.00866,999999.0
68000,0.02389,0.00013,0.03297,0.00018,0.01858,0.01311,0.00733,999999.0
68200,0.01499,8e-05,0.03249,0.00018,0.01145,0.00834,0.0049,999999.0
68400,0.02092,0.00012,0.03284,0.00018,0.0163,0.01088,0.00733,999999.0
68600,0.02113,0.00012,0.03178,0.00018,0.01641,0.01157,0.00659,999999.0
68800,0.02056,0.00011,0.03294,0.00018,0.01613,0.0115,0.0055,999999.0
69000,0.01881,0.0001,0.03278,0.00018,0.01426,0.01084,0.00574,999999.0
69200,0.02776,0.00015,0.03272,0.00018,0.02162,0.01525,0.00841,999999.0
69400,0.02551,0.00014,0.03299,0.00018,0.01968,0.01403,0.00816,999999.0
69600,0.02817,0.00016,0.03233,0.00018,0.02185,0.01484,0.00979,999999.0
69800,0.02178,0.00012,0.03241,0.00018,0.0167,0.01217,0.00689,999999.0
70000,0.02931,0.00016,0.03277,0.00018,0.02282,0.0152,0.01035,999999.0
70200,0.02601,0.00014,0.0323,0.00018,0.02078,0.01317,0.00844,999999.0
70400,0.01901,0.0001,0.03344,0.00018,0.0144,0.01042,0.00674,999999.0
70600,0.03087,0.00017,0.03227,0.00018,0.02384,0.01631,0.01091,999999.0
70800,0.02009,0.00011,0.03238,0.00018,0.01566,0.01077,0.00654,999999.0
71000,0.02206,0.00012,0.03228,0.00018,0.01721,0.01254,0.00579,999999.0
71200,0.02306,0.00013,0.03291,0.00018,0.01753,0.01277,0.00784,999999.0
71400,0.02983,0.00016,0.03298,0.00018,0.02292,0.01638,0.0098,999999.0
71600,0.01901,0.0001,0.03303,0.00018,0.01477,0.01056,0.0056,999999.0
71800,0.01783,0.0001,0.0328,0.00018,0.01429,0.0092,0.0054,999999.0
72000,0.02537,0.00014,0.03255,0.00018,0.02025,0.01331,0.00751,999999.0
72200,0.01865,0.0001,0.03205,0.00018,0.01437,0.01017,0.00615,999999.0
72400,0.02867,0.00016,0.03203,0.00018,0.02184,0.01619,0.0091,999999.0
72600,0.02966,0.00016,0.03266,0.00018,0.02293,0.01614,0.00969,999999.0
72800,0.02016,0.00011,0.0333,0.00018,0.01603,0.01057,0.00614,999999.0
73000,0.02665,0.00015,0.03392,0.00019,0.02072,0.01431,0.0087,999999.0
73200,0.02697,0.00015,0.03328,0.00018,0.02042,0.01523,0.00886,999999.0
73400,0.02181,0.00012,0.0319,0.00018,0.01715,0.01168,0.00671,999999.0
73600,0.01973,0.00011,0.03274,0.00018,0.01504,0.0107,0.00695,999999.0
73800,0.02197,0.00012,0.03304,0.00018,0.01728,0.01165,0.00695,999999.0
74000,0.02606,0.00014,0.03298,0.00018,0.02024,0.01413,0.00837,999999.0
74200,0.02459,0.00014,0.03229,0.00018,0.01939,0.01288,0.00791,999999.0
74400,0.02597,0.00014,0.03294,0.00018,0.02028,0.01413,0.00798,999999.0
74600,0.02299,0.00013,0.03406,0.00019,0.01816,0.01221,0.00706,999999.0
74800,0.0256,0.00014,0.03277,0.00018,0.01987,0.01362,0.00866,999999.0
75000,0.02122,0.00012,0.0331,0.00018,0.017,0.01127,0.00587,999999.0
75200,0.01542,9e-05,0.03173,0.00018,0.01188,0.00844,0.00503,999999.0
75400,0.02751,0.00015,0.03252,0.00018,0.02159,0.014,0.00974,999999.0
75600,0.03146,0.00017,0.03238,0.00018,0.02427,0.01731,0.01004,999999.0
75800,0.02085,0.00012,0.03229,0.00018,0.01551,0.01194,0.00717,999999.0
76000,0.02965,0.00016,0.03345,0.00018,0.02391,0.015,0.00908,999999.0
76200,0.03024,0.00017,0.03331,0.00018,0.02348,0.01661,0.00936,999999.0
76400,0.02794,0.00015,0.03324,0.00018,0.02172,0.01547,0.00833,999999.0
76600,0.02472,0.00014,0.03183,0.00018,0.01921,0.01341,0.0079,999999.0
76800,0.02595,0.00014,0.0323,0.00018,0.02029,0.01411,0.0079,999999.0
77000,0.02207,0.00012,0.03195,0.00018,0.01712,0.01217,0.00677,999999.0
77200,0.02467,0.00014,0.03343,0.00018,0.0201,0.01214,0.00758,999999.0
77400,0.02567,0.00014,0.03294,0.00018,0.01982,0.01365,0.00892,999999.0
77600,0.02487,0.00014,0.03246,0.00018,0.01962,0.01292,0.00813,999999.0
77800,0.0237,0.00013,0.03246,0.00018,0.01846,0.01305,0.00711,999999.0
78000,0.02145,0.00012,0.03247,0.00018,0.01661,0.01214,0.00606,999999.0
78200,0.03035,0.00017,0.03284,0.00018,0.02349,0.01629,0.0102,999999.0
78400,0.03119,0.00017,0.03304,0.00018,0.02473,0.01587,0.01044,999999.0
78600,0.03258,0.00018,0.03247,0.00018,0.02582,0.01717,0.01,999999.0
78800,0.02874,0.00016,0.0332,0.00018,0.02256,0.01532,0.00909,999999.0
79000,0.02132,0.00012,0.03247,0.00018,0.01678,0.01129,0.00673,999999.0
79200,0.02892,0.00016,0.03278,0.00018,0.02298,0.01505,0.00906,999999.0
79400,0.02237,0.00012,0.033,0.00018,0.01713,0.01245,0.00721,999999.0
79600,0.02221,0.00012,0.03319,0.00018,0.01801,0.0115,0.00604,999999.0
79800,0.02493,0.00014,0.0324,0.00018,0.01991,0.01259,0.00817,999999.0
80000,0.03128,0.00017,0.03265,0.00018,0.02413,0.01771,0.00907,999999.0
80200,0.02845,0.00016,0.03294,0.00018,0.02262,0.01475,0.00896,999999.0
80400,0.01701,9e-05,0.03219,0.00018,0.01353,0.00878,0.00542,999999.0
80600,0.02695,0.00015,0.03231,0.00018,0.02156,0.01383,0.00837,999999.0
80800,0.01952,0.00011,0.03328,0.00018,0.01517,0.01071,0.00601,999999.0
81000,0.01918,0.00011,0.03228,0.00018,0.01492,0.01055,0.00584,999999.0
81200,0.0249,0.00014,0.03314,0.00018,0.01944,0.01325,0.00817,999999.0
81400,0.02709,0.00015,0.03304,0.00018,0.02118,0.01432,0.00896,999999.0
81600,0.02404,0.00013,0.03221,0.00018,0.01869,0.01333,0.00713,999999.0
81800,0.02968,0.00016,0.03289,0.00018,0.02342,0.01575,0.00916,999999.0
82000,0.02745,0.00015,0.03353,0.00019,0.02044,0.01607,0.0088,999999.0
82200,0.02296,0.00013,0.03248,0.00018,0.01813,0.0123,0.00687,999999.0
82400,0.01745,0.0001,0.03244,0.00018,0.01358,0.0095,0.00546,999999.0
82600,0.0256,0.00014,0.03235,0.00018,0.01999,0.01351,0.00857,999999.0
82800,0.02783,0.00015,0.03351,0.00019,0.02193,0.01502,0.00823,999999.0
83000,0.03617,0.0002,0.03253,0.00018,0.02806,0.01964,0.01164,999999.0
83200,0.02143,0.00012,0.03308,0.00018,0.01632,0.01163,0.0076,999999.0
83400,0.02359,0.00013,0.03269,0.00018,0.01819,0.01266,0.00806,999999.0
83600,0.02262,0.00012,0.03268,0.00018,0.01748,0.01275,0.0066,999999.0
83800,0.01685,9e-05,0.03278,0.00018,0.01301,0.00897,0.00587,999999.0
84000,0.02636,0.00015,0.03297,0.00018,0.01992,0.01478,0.00893,999999.0
84200,0.02953,0.00016,0.03257,0.00018,0.02311,0.01605,0.00897,999999.0
84400,0.02647,0.00015,0.03278,0.00018,0.02053,0.01401,0.00909,999999.0
84600,0.02393,0.00013,0.03374,0.00019,0.01863,0.0127,0.00802,999999.0
84800,0.02138,0.00012,0.03279,0.00018,0.01636,0.0122,0.00638,999999.0
85000,0.01947,0.00011,0.03221,0.00018,0.01554,0.01018,0.00582,999999.0
85200,0.02729,0.00015,0.03342,0.00018,0.02125,0.01458,0.00897,999999.0
85400,0.02972,0.00016,0.03283,0.00018,0.02416,0.01472,0.00911,999999.0
85600,0.02174,0.00012,0.0329,0.00018,0.01643,0.01221,0.00734,999999.0
85800,0.02522,0.00014,0.03271,0.00018,0.01961,0.0139,0.00764,999999.0
86000,0.02894,0.00016,0.03281,0.00018,0.02212,0.01601,0.00958,999999.0
86200,0.0247,0.00014,0.03291,0.00018,0.01925,0.01355,0.00749,999999.0
86400,0.02144,0.00012,0.03264,0.00018,0.017,0.0113,0.00657,999999.0
86600,0.02659,0.00015,0.03305,0.00018,0.02099,0.0144,0.0077,999999.0
86800,0.02361,0.00013,0.03348,0.00018,0.01842,0.01213,0.00843,999999.0
87000,0.0331,0.00018,0.03264,0.00018,0.02574,0.01808,0.01029,999999.0
87200,0.02405,0.00013,0.0331,0.00018,0.01803,0.01406,0.00746,999999.0
87400,0.02193,0.00012,0.03322,0.00018,0.01706,0.01217,0.00644,999999.0
87600,0.02913,0.00016,0.03238,0.00018,0.02292,0.01478,0.01024,999999.0
87800,0.02035,0.00011,0.03247,0.00018,0.01608,0.01093,0.00604,999999.0
88000,0.01888,0.0001,0.03356,0.00019,0.01497,0.01011,0.00548,999999.0
88200,0.01735,0.0001,0.03344,0.00018,0.0136,0.00944,0.00519,999999.0
88400,0.02728,0.00015,0.03188,0.00018,0.02086,0.0154,0.00847,999999.0
88600,0.02685,0.00015,0.03316,0.00018,0.02051,0.0148,0.00902,999999.0
88800,0.03145,0.00017,0.03207,0.00018,0.02504,0.01651,0.00948,999999.0
89000,0.03686,0.0002,0.03224,0.00018,0.02919,0.01947,0.01129,999999.0
89200,0.02161,0.00012,0.03197,0.00018,0.01697,0.01142,0.00697,999999.0
89400,0.02441,0.00013,0.03258,0.00018,0.01922,0.01276,0.00797,999999.0
89600,0.02972,0.00016,0.03275,0.00018,0.02375,0.01514,0.00947,999999.0
89800,0.01913,0.00011,0.03251,0.00018,0.01485,0.01024,0.00637,999999.0
90000,0.02169,0.00012,0.0325,0.00018,0.01653,0.01215,0.00702,999999.0
90200,0.02623,0.00014,0.03276,0.00018,0.02011,0.01438,0.00874,999999.0
90400,0.02399,0.00013,0.03361,0.00019,0.01848,0.01333,0.0075,999999.0
90600,0.03475,0.00019,0.03297,0.00018,0.0267,0.01904,0.01149,999999.0
90800,0.02935,0.00016,0.0328,0.00018,0.02249,0.01617,0.0097,999999.0
91000,0.02334,0.00013,0.0334,0.00018,0.01791,0.01282,0.00771,999999.0
91200,0.03105,0.00017,0.03169,0.00018,0.02494,0.01605,0.00919,999999.0
91400,0.02318,0.00013,0.03231,0.00018,0.01749,0.0133,0.00738,999999.0
91600,0.02,0.00011,0.0323,0.00018,0.01603,0.01044,0.00585,999999.0
91800,0.01975,0.00011,0.03202,0.00018,0.01528,0.01082,0.00631,999999.0
92000,0.03062,0.00017,0.03289,0.00018,0.02304,0.01711,0.01068,999999.0
92200,0.02947,0.00016,0.03238,0.00018,0.0226,0.01683,0.00864,999999.0
92400,0.02294,0.00013,0.03309,0.00018,0.01774,0.0128,0.00691,999999.0
92600,0.02402,0.00013,0.03285,0.00018,0.01852,0.01303,0.00801,999999.0
92800,0.02496,0.00014,0.03283,0.00018,0.01946,0.01359,0.00774,999999.0
93000,0.02343,0.00013,0.03273,0.00018,0.0176,0.01313,0.00817,999999.0
93200,0.02505,0.00014,0.03223,0.00018,0.01997,0.01329,0.00721,999999.0
93400,0.02194,0.00012,0.03209,0.00018,0.01703,0.01145,0.00779,999999.0
93600,0.02545,0.00014,0.03419,0.00019,0.01956,0.01377,0.00868,999999.0
93800,0.01796,0.0001,0.03238,0.00018,0.0141,0.00969,0.00547,999999.0
94000,0.03058,0.00017,0.03214,0.00018,0.02426,0.01604,0.00943,999999.0
94200,0.02975,0.00016,0.03324,0.00018,0.02269,0.01672,0.00954,999999.0
94400,0.0294,0.00016,0.03238,0.00018,0.02361,0.01452,0.0098,999999.0
94600,0.02526,0.00014,0.03279,0.00018,0.01966,0.01335,0.00855,999999.0
94800,0.01965,0.00011,0.03307,0.00018,0.01547,0.01076,0.00558,999999.0
95000,0.01969,0.00011,0.03338,0.00018,0.01495,0.01126,0.0061,999999.0
95200,0.02188,0.00012,0.03383,0.00019,0.01753,0.01077,0.00746,999999.0
95400,0.03595,0.0002,0.03354,0.00019,0.028,0.01995,0.01051,999999.0
95600,0.03199,0.00018,0.03366,0.00019,0.02522,0.0171,0.00976,999999.0
95800,0.02613,0.00014,0.03365,0.00019,0.02083,0.01366,0.0079,999999.0
96000,0.02864,0.00016,0.03241,0.00018,0.02238,0.01581,0.00834,999999.0
96200,0.02308,0.00013,0.03311,0.00018,0.01808,0.01199,0.00787,999999.0
96400,0.02609,0.00014,0.03286,0.00018,0.02045,0.01412,0.00793,999999.0
96600,0.02682,0.00015,0.03307,0.00018,0.02084,0.01504,0.00767,999999.0
96800,0.02271,0.00013,0.0331,0.00018,0.01808,0.01133,0.00777,999999.0
97000,0.02694,0.00015,0.03279,0.00018,0.02106,0.01465,0.00824,999999.0
97200,0.01836,0.0001,0.03278,0.00018,0.01442,0.00955,0.00615,999999.0
97400,0.01845,0.0001,0.03294,0.00018,0.01428,0.01002,0.00599,999999.0
97600,0.017,9e-05,0.03218,0.00018,0.01305,0.00933,0.00563,999999.0
97800,0.02503,0.00014,0.03337,0.00018,0.02022,0.01248,0.00788,999999.0
98000,0.02635,0.00015,0.03288,0.00018,0.0209,0.01388,0.00805,999999.0
98200,0.02387,0.00013,0.03211,0.00018,0.01844,0.01338,0.0071,999999.0
98400,0.02597,0.00014,0.0328,0.00018,0.01966,0.01483,0.00826,999999.0
98600,0.02202,0.00012,0.03214,0.00018,0.01736,0.01178,0.00671,999999.0
98800,0.033,0.00018,0.032,0.00018,0.02575,0.01714,0.01152,999999.0
99000,0.02409,0.00013,0.03297,0.00018,0.01924,0.01241,0.0075,999999.0
99200,0.02745,0.00015,0.03231,0.00018,0.02087,0.01459,0.01024,999999.0
99400,0.0187,0.0001,0.0322,0.00018,0.01468,0.00988,0.00605,999999.0
99600,0.02673,0.00015,0.03279,0.00018,0.02089,0.01429,0.00861,999999.0
99800,0.02189,0.00012,0.03318,0.00018,0.01738,0.01143,0.00682,999999.0
100000,0.02441,0.00013,0.03295,0.00018,0.01898,0.01331,0.00762,999999.0
